Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
SQL Server,MySQL,SELECT,0,647,MySQL doesn't support analytic form of function %s,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,4
SQL Server,MySQL,SELECT,0,648,MySQL doesn't support the RANK function,Try creating a stored procedure to replace the query.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,4
SQL Server,MySQL,SELECT,0,649,MySQL doesn't support the DENSE_RANK function,Try creating a stored procedure to replace the query.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,4
SQL Server,MySQL,SELECT,0,650,MySQL doesn't support the NTILE function,Try creating a stored procedure to replace the query.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,8
SQL Server,MySQL,SELECT,0,654,MySQL doesn't support the option GROUP BY CUBE. Automatic conversion cannot be performed,Try creating a stored procedure to replace the query.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,8
SQL Server,MySQL,SELECT,0,655,MySQL doesn't support the option GROUP BY GROUPING SETS. Automatic conversion cannot be performed,Try creating a stored procedure to replace the query.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,8
SQL Server,MySQL,DATATYPES,3,659,The scope table-variables and temporary tables is different. You must apply manual conversion if you are using recursion,Please review generated code and modify it if necessary.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,2
SQL Server,MySQL,Parser Error,1,663,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
SQL Server,MySQL,CREATE TABLE,1,665,MySQL doesn't support FILESTREAM option for storing column values,The table was converted without FILESTREAM option.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.5
SQL Server,MySQL,CURSOR,0,667,MySQL doesn't support the %s option  in cursors,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,CURSOR,0,668,MySQL doesn't support the FIRST option in cursors,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,CURSOR,0,669,MySQL doesn't support the PRIOR option in cursors,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,CURSOR,0,670,MySQL doesn't support the ABSOLUTE option in cursors,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,CURSOR,0,671,MySQL doesn't support the RELATIVE option in cursors. Possibly required manual conversion in the code somewhere,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,EXECUTE,0,672,Automatic conversion of dynamic statements is not supported,Perform a manual conversion.,,,2
SQL Server,MySQL,Unknown,0,673,Automatic conversion of %s statement is not supported,Perform a manual conversion.,,,40
SQL Server,MySQL,Unknown,1,674,Automatic conversion of %s clause of %s statement is not supported,Perform a manual conversion.,,,16
SQL Server,MySQL,DDL,3,675,These keywords are reserved for future extensions to specify ascending or descending index-value storage. Currently these keywords are parsed but ignored. Index values are always stored in ascending order,Use indexes without this option.,http://dev.mysql.com/doc/refman/5.7/en/create-index.html,http://dev.mysql.com/doc/refman/5.6/en/create-index.html,0.1
SQL Server,MySQL,DDL,0,676,MySQL doesn't support the referential action SET DEFAULT,Try using a trigger.,http://dev.mysql.com/doc/refman/5.7/en/innodb-foreign-key-constraints.html,http://dev.mysql.com/doc/refman/5.6/en/innodb-foreign-key-constraints.html,4
SQL Server,MySQL,DDL,1,677,MySQL doesn't support using a function or expressions as a default value and default value for BLOB/TEXT columns. It is emulated by trigger,Please review generated code and modify it if necessary.,,,2
SQL Server,MySQL,DDL,0,678,MySQL does not support check constraints. Emulating triggers created,Please revise generated code and modify it if is necessary.,,,4
SQL Server,MySQL,DDL,1,679,A computed column is replaced by the trigger,Please revise generated code and modify it if is necessary.,,,0.1
SQL Server,MySQL,DDL,0,680,MySQL doesn't support global temporary tables,Use local temporary or regular tables.,,,8
SQL Server,MySQL,DDL,3,681,MySQL doesn't support creating indexes with a CLUSTER option. The user can't create CLUSTER INDEX MySQL will create it automatically,Use non-clustered indexes.,,,0.1
SQL Server,MySQL,DDL,3,682,MySQL doesn't support the INCLUDE option in indexes,Perform a manual conversion.,,,0.1
SQL Server,MySQL,DDL,3,683,MySQL doesn't support the WHERE option in indexes,Use indexes without this option.,,,0.1
SQL Server,MySQL,DDL,3,684,MySQL doesn't support the WITH option in indexes,Use indexes without this option.,,,0.1
SQL Server,MySQL,DDL,0,686,MySQL doesn't support triggers with FOR STATEMENT,Perform a manual conversion.,,,16
SQL Server,MySQL,SELECT,0,687,MySQL doesn't support the CONTAINS predicate,Perform a manual conversion.,,,80
SQL Server,MySQL,SELECT,0,688,MySQL doesn't support the FREETEXT predicate,Perform a manual conversion.,,,80
SQL Server,MySQL,PROCEDURES,1,689,MySQL does not support returning a value from a procedure using the RETURN statement,To return a value use the OUT parameter or a result set.,,,2
SQL Server,MySQL,DATATYPES,0,690,MySQL doesn't support table types,Perform a manual conversion.,,,40
SQL Server,MySQL,CONTROL FLOW,0,691,MySQL doesn't support WAITFOR TIME feature,Perform a manual conversion.,,,8
SQL Server,MySQL,CONTROL FLOW,0,692,MySQL doesn't support cursor variables,Perform a manual conversion.,,,40
SQL Server,MySQL,EXECUTE,0,695,MySQL doesn't support the execution of a procedure as a variable,Perform a manual conversion using dynamic SQL.,,,0.5
SQL Server,MySQL,DATATYPES,1,696,MySQL doesn't support an Identity column with seed and increment,Perform a manual conversion.,,,16
SQL Server,MySQL,DATATYPES,1,697,MySQL doesn't support an Identity column outside a primary key,Perform a manual conversion.,,,16
SQL Server,MySQL,CREATE,0,698,Unable convert object due to %s not created,Please review the %s object.,,,1
SQL Server,MySQL,CURSORS,3,700,The membership and order of rows never changes for cursors in MySQL so this option are skipped,Use cursors without this option.,,,0.1
SQL Server,MySQL,CURSORS,3,701,Setting this option corresponds to the typical behavior of cursors in MySQL so this option are skipped,Use cursors without this option.,,,0.1
SQL Server,MySQL,CURSORS,3,702,Because all MySQL cursors are read-only so this option are skipped,Use cursors without this option.,,,0.1
SQL Server,MySQL,CURSORS,1,703,MySQL doesn't support the option SCROLL_LOCKS so this option are skipped,Use cursors without this option.,,,0.1
SQL Server,MySQL,CURSORS,1,704,MySQL doesn't support the option OPTIMISTIC so this option are skipped,Use cursors without this option.,,,0.1
SQL Server,MySQL,CURSORS,2,705,MySQL doesn't support the option TYPE_WARNING so this option are skipped,Use cursors without this option.,,,0.1
SQL Server,MySQL,DATATYPES,1,706,Unsupported data type %s of variable/column was replaced. Check the conversion result,To store data of this type in MySQL use a MySQL-compatible type or use a composite type.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,2
SQL Server,MySQL,DATATYPES,3,707,Unable convert variable reference of unsupported %s datatype,The stub-code created. Please perform a manual conversion.,,,8
SQL Server,MySQL,DATATYPES,0,708,Unable convert complex usage of unsupported %s datatype,Perform a manual conversion.,,,40
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,712,MySQL doesn't support the %s function,Create a user-defined function.,,,16
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,715,MySQL doesn't support the %s function,Create a user-defined function.,,,16
SQL Server,MySQL,DDL,0,728,Unable to perform automatic migration of data definition language (DDL) code to create an index,Perform a manual conversion.,,,1
SQL Server,MySQL,CONTROL FLOW,2,729,Unable to perform automatic migration of the THROW operator with variables,Perform a manual conversion.,,,4
SQL Server,MySQL,CONTROL FLOW,2,730,The error code has been truncated,Perform a manual conversion.,,,4
SQL Server,MySQL,SELECT,0,731,MySQL doesn't support this construction. A manual conversion is required,Try converting the WITH(query) expression to a subquery and use it in a SELECT query.,,,8
SQL Server,MySQL,DATATYPES,0,732,MySQL doesn't support an Identity column in a compound primary key,Perform a manual conversion.,,,4
SQL Server,MySQL,PRINT,1,733,MySQL doesn't support the PRINT procedure,Try using INSERT in the log table. To do this you must add code into ..PRINT.,,,0.1
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,734,MySQL doesn't support the %s system variable,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,735,MySQL doesn't support the %s system variable,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,736,MySQL doesn't support the %s system variable,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,737,MySQL doesn't support the %s system variable,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,739,MySQL doesn't support the %s function,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,753,MySQL doesn't support the ROUND function with the [function] argument,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,754,MySQL doesn't support the STDEV function with the DISTINCT clause,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,755,MySQL doesn't support the STDEVP function with the DISTINCT clause,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,756,MySQL doesn't support the VAR function with the DISTINCT clause,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,757,MySQL doesn't support the VARP function with the DISTINCT clause,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,759,MySQL doesn't support the DATEADD function with the [nanosecond] datepart,Create a user defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,760,MySQL doesn't support the DATEDIFF function with the [week] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,761,MySQL doesn't support the DATEDIFF function with the [millisecond] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,762,MySQL doesn't support the DATEDIFF function with the [nanosecond] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,763,MySQL doesn't support the DATENAME function with the [millisecond] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,764,MySQL doesn't support the DATENAME function with the [nanosecond] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,765,MySQL doesn't support the DATENAME function with the [TZoffset] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,767,MySQL doesn't support the DATEPART function with the [nanosecond] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,768,MySQL doesn't support the DATEPART function with the [TZoffset] datepart,Create a user-defined function.,,,8
SQL Server,MySQL,Arithmetic operators,0,773,Unable to perform an automated migration of arithmetic operations with several dates,Make cast operands to the expected type.,,,1
SQL Server,MySQL,Arithmetic operators,0,774,Unable to perform an automated migration of the arithmetic operations with mixed types of operands,Make cast operands to the expected type.,,,1
SQL Server,MySQL,Arithmetic operators,1,775,Check the data type conversion. Possible loss of accuracy,Make cast operands to the expected type.,,,1
SQL Server,MySQL,Unknown,0,776,Automatic conversion of %s object is not supported,Perform a manual conversion.,,,40
SQL Server,MySQL,DDL,0,777,MySQL doesn't support the table-valued functions,Perform a manual conversion.,,,8
SQL Server,MySQL,VIEW,0,779,The SELECT statement cannot contain a subquery in the FROM clause,Rewrite the view query without a subquery or create an auxiliary table for the subquery.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,2
SQL Server,MySQL,Unknown,0,780,This syntactic element conversion is not supported yet,Perform a manual conversion.,,,160
SQL Server,MySQL,SYNONYMS,0,792,MySQL doesn't support a synonyms,Try  creating a view in one database that relies on a table in another database.,,,20
SQL Server,MySQL,,3,794,MySQL doesn't support user-defined data types. The user datatype has been replaced by the base datatype,Please review generated code and modify it if necessary.,,,0.01
SQL Server,MySQL,Unknown,0,808,Unparsed SQL,Perform a manual conversion.,,,40
SQL Server,MySQL,SPECIFIC SET statement ,0,810,MySQL doesn't support the SET NOCOUNT,If need try another way to send message back to the client application.,,,0.01
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,811,MySQL doesn't support the %s function,Create a user-defined function.,,,8
SQL Server,MySQL,CREATE,0,813,Encrypted Objects,Decrypt the object before conversion.,,,2
SQL Server,MySQL,CONTROL FLOW,1,814,Unable to perform an automatic migration of the RAISERROR operator with messages from sys.messages,Perform a manual conversion.,,,4
SQL Server,MySQL,Sequence,0,815,MySQL doesn't support sequences,Perform a manual conversion.,,,4
SQL Server,MySQL,XML,0,817,Automatic migration of the FOR XML statement with EXPLICIT option is not supported,Perform a manual conversion.,,,40
